Region,Asset Type, Site Name , Owner , Technology Type , Fuel Type , DUID ,Number of Units,Lower Nameplate Capacity (MW),Upper Nameplate Capacity (MW),Aggregated Lower Nameplate Capacity (MW),Aggregated Upper Nameplate Capacity (MW),Nameplate Capacity (MW),Storage Capacity (MWh),Unit Status,Dispatch Type,Full Commercial Use Date,Expected Closure Year,Closure Date,Status Bucket Summary,Fuel Bucket Summary,SurveyId, AEMO KCI Id , Survey Last Requested ,Survey Version DateTime
 QLD1 ,Project,Tumuruu BESS,Austraiian Solar, Storage - Battery ,Other - Other,,1,295,295,295,295,295,0, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2496,Q00099,Jan-24,
 QLD1 ,Project,Tumuruu Solar Farm,Austraiian Solar, Solar PV - Fixed ,Solar - Solar,,1,464,464,464,464,464,, Publicly Announced ,TBA,,,,Proposed, Solar ,2495,Q00099,Jan-24,
 NSW1 ,Existing Plant,Tumut 3,Snowy Hydro Ltd, Hydro - Dam ,Hydro - Water,TUMUT3,6,,250,,"1,500.00","1,500.00",, In Service ,S,,2070,,Existing less Announced Withdrawal, Water ,1215,,Feb-24,11/03/2024
 NSW1 ,Project,Tumut Pulp and Paper Mill,Visy, Reciprocating Engine - Spark ignition ,Other - Other,,1,32,32,32,32,32,, Publicly Announced ,S,,,,Proposed, Other ,1638,,Apr-23,20/03/2023
 TAS1 ,Existing Plant,Tungatinah,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water,TUNGATIN,5,25,25,125,125,125,, In Service ,S,,2100,,Existing less Announced Withdrawal, Water ,1216,,Feb-24,8/03/2024
 SA1 ,Project,Tungkillo BESS - KCI,RES Australia Pty Ltd, Storage - Battery ,Other - Other,,1,270,270,270,270,270,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2735,S00064,,
 SA1 ,Project,Twin Creek Wind Farm,RES Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,42,7.2,7.2,302.4,302.4,302.4,, Publicly Announced ,SS,,,,Proposed, Wind ,1995,,Sep-23,26/09/2023
 QLD1 ,Project,Tyrone BESS,European Energy Australia P/L, Storage - Battery ,Other - Other,,1,400,400,400,400,400,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2677,Q00143,,
 QLD1 ,Project,Tyrone Solar,European Energy Australia P/L, Solar PV - Fixed ,Solar - Solar,,1,400,400,400,400,400,, Publicly Announced ,SS,,,,Proposed, Solar ,2676,Q00143,,
 QLD1 ,Project,Ulinda Park BESS,Ulinda Park ProjectCo Pty Ltd in its capacity as trustee for the Ulinda Park Project Trust, Storage - Battery ,Other - Other,ULBESS,52, -   ,2.98, -   ,154.96,154.96,298, Anticipated ,S,Dec-25,2064,,Anticipated, Battery Storage ,2016,Q00087,May-24,16/05/2024
 NSW1 ,Project,Ulladulla Offshore Wind Farm,OceanEx Energy, Wind Turbine - Offshore ,Wind - Wind,,1,,"2,000.00",,"2,000.00","2,000.00",, Publicly Announced ,SS,Jan-35,,,Proposed, Wind ,2025,,Jan-24,
 SA1 ,Project,UniSA Solar project,University of South Australia, Solar PV - Fixed ,Solar - Solar,,1,1.8,1.8,1.8,1.8,1.8,, Publicly Announced ,NS,,,,Proposed, Solar ,1666,,Sep-22,
 VIC1 ,Existing Plant,University of Melbourne Archives Brunswick,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.09,,0.09,0.09,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2144,,,
 VIC1 ,Existing Plant,University of Melbourne McCoy Carlton,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.07,,0.07,0.07,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2145,,,
 VIC1 ,Existing Plant,University of Melbourne Performing Arts Centre Southbank,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.14,,0.14,0.14,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2146,,,
 VIC1 ,Existing Plant,University of Melbourne Peter Hall Parkville,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.05,,0.05,0.05,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2147,,,
 VIC1 ,Existing Plant,University of Melbourne Sports Centre Parkville,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.16,,0.16,0.16,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2148,,,
 VIC1 ,Existing Plant,University of Melbourne The Spot Carlton,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.06,,0.06,0.06,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2149,,,
 QLD1 ,Existing Plant,University of Southern Queensland Toowoomba,TBA, Solar PV - Fixed ,Solar - Solar,,1,,1.09,,1.09,1.09,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2150,,,
 QLD1 ,Project,Upper Calliope Solar Farm (side A),European Energy S/A, Solar PV - Fixed ,Solar - Solar,,1,291,291,291,291,291,, Publicly Announced ,TBA,,,,Proposed, Solar ,2494,Q00095,Sep-23,
 NSW1 ,Project,Upper Hunter BESS,Maizewood Pty Ltd., Storage - Battery ,Other - Other,,200,2,2,400,400,400,0, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2772,N00177,,
 NSW1 ,Project,Upper Hunter Energy Park - Solar,Upper Hunter Energy Park Pty Ltd, Solar PV - Fixed ,Solar - Solar,,5,,2,,10,10,, Publicly Announced ,SS,,2051,,Proposed, Solar ,1660,,May-23,14/06/2023
 NSW1 ,Project,Upper Hunter Energy Park - Wind,Upper Hunter Energy Park Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,19,,4.2,,79.8,79.8,, Publicly Announced ,SS,,2051,,Proposed, Wind ,1275,,Sep-23,25/09/2023
 NSW1 ,Existing Plant,Upper Tumut,Snowy Hydro Ltd, Hydro - Dam ,Hydro - Water,UPPTUMUT,4,,72,,288,288,, In Service ,S,,2070,,Existing less Announced Withdrawal, Water ,1217,,Feb-24,12/03/2024
 NSW1 ,Existing Plant,Upper Tumut,Snowy Hydro Ltd, Hydro - Dam ,Hydro - Water,UPPTUMUT,4,,82,,328,328,, In Service ,S,,2070,,Existing less Announced Withdrawal, Water ,1217,,Feb-24,12/03/2024
 NSW1 ,Existing Plant,Uranquinty,Origin Energy Uranquinty Power Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,URANQ11,1,173,173,173,173,173,, In Service ,S,,2044,,Existing less Announced Withdrawal, OCGT ,1218,,Feb-24,5/06/2024
 NSW1 ,Existing Plant,Uranquinty,Origin Energy Uranquinty Power Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,URANQ12,1,,173,,173,173,, In Service ,S,,2044,,Existing less Announced Withdrawal, OCGT ,1218,,Feb-24,5/06/2024
 NSW1 ,Existing Plant,Uranquinty,Origin Energy Uranquinty Power Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,URANQ13,1,,173,,173,173,, In Service ,S,,2044,,Existing less Announced Withdrawal, OCGT ,1218,,Feb-24,5/06/2024
 NSW1 ,Existing Plant,Uranquinty,Origin Energy Uranquinty Power Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,URANQ14,1,,173,,173,173,, In Service ,S,,2044,,Existing less Announced Withdrawal, OCGT ,1218,,Feb-24,5/06/2024
 NSW1 ,Project,Uungula Wind Farm,Uungula Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,69,6,6,414,414,414,, Anticipated ,SS,Feb-28,,,Anticipated, Wind ,1283,N00073,May-24,27/05/2024
 NSW1 ,Existing Plant,Vales Point B,Delta Electricity, Turbine - Steam Sub Critical ,Fossil - Black Coal,VP5,1,250,660,250,660,660,, In Service ,S,,2033,,Existing less Announced Withdrawal, Coal ,1219,,Feb-24,11/03/2024
 NSW1 ,Existing Plant,Vales Point B,Delta Electricity, Turbine - Steam Sub Critical ,Fossil - Black Coal,VP6,1,250,660,250,660,660,, In Service ,S,,2033,,Existing less Announced Withdrawal, Coal ,1219,,Feb-24,11/03/2024
 NSW1 ,Project,Vales Point Solar,Delta Electricity, Solar PV - Fixed ,Solar - Solar,,1,55,55,55,55,55,, Publicly Announced ,SS,,,,Proposed, Solar ,1490,,May-23,5/06/2023
 VIC1 ,Existing Plant,Valley Power,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,VPGS1,1,50,50,50,50,50,, In Service ,S,,2070,,Existing less Announced Withdrawal, OCGT ,1220,,Feb-24,11/03/2024
 VIC1 ,Existing Plant,Valley Power,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,VPGS2,1,,50,,50,50,, In Service ,S,,2070,,Existing less Announced Withdrawal, OCGT ,1220,,Feb-24,11/03/2024
 VIC1 ,Existing Plant,Valley Power,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,VPGS3,1,,50,,50,50,, In Service ,S,,2070,,Existing less Announced Withdrawal, OCGT ,1220,,Feb-24,11/03/2024
 VIC1 ,Existing Plant,Valley Power,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,VPGS4,1,,50,,50,50,, In Service ,S,,2070,,Existing less Announced Withdrawal, OCGT ,1220,,Feb-24,11/03/2024
 VIC1 ,Existing Plant,Valley Power,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,VPGS5,1,,50,,50,50,, In Service ,S,,2070,,Existing less Announced Withdrawal, OCGT ,1220,,Feb-24,11/03/2024
 VIC1 ,Existing Plant,Valley Power,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,VPGS6,1,,50,,50,50,, In Service ,S,,2070,,Existing less Announced Withdrawal, OCGT ,1220,,Feb-24,11/03/2024
 SA1 ,Project,Vast Solar 1, Vast Solar 1 Pty Ltd, Solar Thermal - Other ,Solar - Solar,,1,,34,,34,34,, Publicly Announced ,S,,2055,,Proposed, Solar ,2311,S00027,May-24,4/06/2024
 VIC1 ,Existing Plant,Vawdrey Manufacturing,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.75,,0.75,0.75,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2151,,,
 QLD1 ,Existing Plant,Victoria Mill,Sucrogen (Herbet) Pty Ltd, Turbine - Steam Sub Critical ,Renewable Biomass or Waste - Bagasse,,1,,5,,5,5,, In Service ,NS,,2035,,Existing less Announced Withdrawal, Biomass ,1221,,Mar-22,20/03/2023
 QLD1 ,Existing Plant,Victoria Mill,Sucrogen (Herbet) Pty Ltd, Turbine - Steam Sub Critical ,Renewable Biomass or Waste - Bagasse,,1,,19,,19,19,, In Service ,NS,,2035,,Existing less Announced Withdrawal, Biomass ,1221,,Mar-22,20/03/2023
 VIC1 ,Existing Plant,Victorian Big Battery,Victorian Big Battery Pty Ltd, Storage - Battery ,Other - Other,VBBG1,1,,300,,300,300,450, In Service ,S,Dec-21,2041,,Existing less Announced Withdrawal, Battery Storage ,1864,,Feb-24,23/02/2024
 NSW1 ,Project,Vineyard BESS,Global Power Generation Australia Pty Ltd, Storage - Battery ,Other - Other,,1,200,200,200,200,200,400, Publicly Announced ,S,,,,Proposed, Battery Storage ,2528,N00118,Sep-23,6/10/2023
 QLD1 ,Existing Plant,Vulcan Yatala,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.2,,0.2,0.2,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2152,,,
 NSW1 ,Project,Wagga North BESS - KCI,ZEN Energy Future Pty Ltd, Storage - Battery ,Solar - Solar,,1,,105,,105,105,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2701,N00169,,
 NSW1 ,Existing Plant,Wagga North Solar Farm,Wagga Wagga Operationsco Pty Ltd as trustree for Wagga Wagga Operations Trust, Solar PV - Single axis tracking ,Solar - Solar,WAGGNSF1,22,,1.64,,36.01,36.01,, In Service ,SS,,2050,,Existing less Announced Withdrawal, Solar ,1514,,May-24,30/05/2024
 NSW1 ,Existing Plant,Wagga North Solar Farm,Wagga Wagga Operationsco Pty Ltd as trustree for Wagga Wagga Operations Trust, Solar PV - Single axis tracking ,Solar - Solar,WAGGNSF1,12,1.64,1.64,19.64,19.64,19.64,, In Service ,SS,Jul-23,2050,,Existing less Announced Withdrawal, Solar ,1514,,May-24,30/05/2024
 NSW1 ,Project,Wagga North Solar Farm BESS, Wagga Wagga Operationsco Pty Ltd as trustee for the Wagga Wagga Operations Trust, Storage - Battery ,Solar - Solar,,1,15,15,15,15,15,30, Publicly Announced ,S,,,,Proposed, Battery Storage ,2199,N00062,Apr-23,4/06/2024
 NSW1 ,Project,Wagga Wagga Solar Farm,NEMMCO, Solar PV - Fixed ,Solar - Solar,,1,,30,,30,30,, Publicly Announced ,NS,,,,Proposed, Solar ,2622,,Jan-24,
 NSW1 ,Project,Walla Walla Solar Farm,FRV Australia (Walla Walla Asset Co Pty Ltd (ACN 634 728 868) as trustee for the Walla Walla Asset Trust), Solar PV - Single axis tracking ,Solar - Solar,WLWLSF1,48,,3.17,,151.97,151.97,, Committed ,SS,May-24,2054,,Committed, Solar ,1712,N00018,May-24,14/05/2024
 NSW1 ,Project,Walla Walla Solar Farm,FRV Australia (Walla Walla Asset Co Pty Ltd (ACN 634 728 868) as trustee for the Walla Walla Asset Trust), Solar PV - Single axis tracking ,Solar - Solar,WLWLSF2,48,,3.17,,151.97,151.97,, Committed ,SS,May-24,2054,,Committed, Solar ,1712,N00018,May-24,14/05/2024
 NSW1 ,Project,Wallaroo Solar Farm,New Energy development and Univergy Solar Joint venture (SPV) Wallaroo Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,36, -   ,3.4, -   ,122.4,122.4,0, Publicly Announced ,SS,,,,Proposed, Solar ,1861,N00004,Jan-24,
 NSW1 ,Project,Wallerawang 9 BESS,Greenspot Wallerawang Pty Ltd as trustee for the Greenspot Wallerawang Unit Trust, Storage - Battery ,Other - Other,,1,1,300,1,300, 1.00 - 300.00 ,600, Publicly Announced ,S,,2050,,Proposed, Battery Storage ,1967,N00035,May-23,5/06/2024
 NSW1 ,Existing Plant,Wallgrove Grid Battery project,TransGrid, Storage - Battery ,Other - Other,WALGRVG1,1,50,50,50,50,50,75, In Service ,S,Dec-21,2036,,Existing less Announced Withdrawal, Battery Storage ,1874,N00006,Feb-24,15/03/2024
 QLD1 ,Project,Wambo Wind Farm, Cubico Sustainable Investments Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1,252,252,252,252,252,, Committed ,SS,Feb-25,,,Committed, Wind ,2287,Q00028,May-24,
 QLD1 ,Project,Wambo Wind Farm, Cubico Sustainable Investments Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1,248,248,248,248,248,, Publicly Announced ,SS,,,,Proposed, Wind ,2287,Q00028,May-24,
 QLD1 ,Existing Plant,Wandoan South BESS,Vena Evergy, Storage - Battery ,Other - Other,WANDBG1,1,,100,,100,100,150, In Service ,S,Jul-22,2051,,Existing less Announced Withdrawal, Battery Storage ,1762,,Feb-24,12/03/2024
 QLD1 ,Existing Plant,Wandoan South Solar Stage 1,Vena Evergy, Solar PV - Single axis tracking ,Solar - Solar,WANDSF1,1,160,160,160,160,160,, In Service ,SS,Aug-23,2053,,Existing less Announced Withdrawal, Solar ,1455,Q00007,May-24,4/06/2024
 QLD1 ,Project,Wandoan South Solar Stage 2,TBSOL, Solar PV - Single axis tracking ,Solar - Solar,,1,,240,,240,240,, Publicly Announced ,SS,,,,Proposed, Solar ,2437,,May-23,18/03/2024
 VIC1 ,Project,Wangaratta Solar Farm,Wangaratta Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,6,4.4,4.4,26.4,26.4,26.4,0, Publicly Announced ,NS,,,,Proposed, Solar ,1499,,Dec-22,21/11/2022
 QLD1 ,Existing Plant,Wantirna Mini Hydro,TBA, Hydro - Dam ,Hydro - Water,,1,,0.13,,0.13,0.13,, In Service ,NS,,,,Existing less Announced Withdrawal, Water ,2153,,,
 NSW1 ,Project,Waratah Super Battery,Munmorah Battery Projectco Pty Ltd, Storage - Battery ,Other - Other,WARATAH,288, -   ,2.95, -   ,850.18,850.18,1680, Committed ,S,Mar-25,2065,,Committed, Battery Storage ,2220,N00091,May-24,16/05/2024
 VIC1 ,Project,Warracknabeal Wind Farm,WestWind Energy Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,200,6.2,7.5,"1,240.00","1,500.00", 1240.00 - 1500.00 ,, Publicly Announced ,SS,,2058,,Proposed, Wind ,1636,,May-23,13/06/2023
 QLD1 ,Existing Plant,Warwick Solar Farm,The University of Queensland, Solar PV - Single axis tracking ,Solar - Solar,WARWSF1,8,4.01,4.01,32.1,32.1,32.1,, In Service ,SS,Apr-23,2046,,Existing less Announced Withdrawal, Solar ,1530,,Feb-24,15/03/2024
 QLD1 ,Existing Plant,Warwick Solar Farm,The University of Queensland, Solar PV - Single axis tracking ,Solar - Solar,WARWSF2,8,4.01,4.01,32.1,32.1,32.1,, In Service ,SS,Apr-23,2045,,Existing less Announced Withdrawal, Solar ,1530,,Feb-24,15/03/2024
 SA1 ,Existing Plant,Waterloo Wind Farm,Waterloo Windfarm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,WATERLWF,37,,3,,111,111,, In Service ,SS,,2045,,Existing less Announced Withdrawal, Wind ,1223,,Feb-24,23/02/2024
 SA1 ,Existing Plant,Waterloo Wind Farm,Waterloo Windfarm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,WATERLWF,6,,3.3,,19.8,19.8,, In Service ,SS,,2051,,Existing less Announced Withdrawal, Wind ,1223,,Feb-24,23/02/2024
 VIC1 ,Project,Watta Wella Power Station, RES Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,48,,7.2,,345.6,345.6,, Publicly Announced ,SS,,,,Proposed, Wind ,2254,V00034,Sep-23,26/09/2023
 NSW1 ,Project,Wattle Creek Energy Hub - Battery Storage,Wattle Creek Energy Hub P/L, Storage - Battery ,Other - Other,,1,400,400,400,400,400,800, Publicly Announced ,S,Mar-27,,,Proposed, Battery Storage ,2634,N00143,,19/03/2024
 NSW1 ,Project,Wattle Creek Energy Hub - Solar / BESS,Wattle Creek Energy Hub P/L, Storage - Battery ,Solar - Solar,,1,400,400,400,400,400,800, Publicly Announced ,TBA,Aug-27,,,Proposed, Battery Storage ,2635,N00143,,19/03/2024
 NSW1 ,Project,Wattle Creek Energy Hub - Solar / BESS,Wattle Creek Energy Hub P/L, Solar PV - Fixed ,Solar - Solar,,1,265,265,265,265,265,, Publicly Announced ,SS,Aug-27,,,Proposed, Solar ,2635,N00143,,19/03/2024
 SA1 ,Existing Plant,Wattle Point,Infrastructure Capital Group, Wind Turbine - Onshore ,Wind - Wind,WPWF,55,1.65,1.65,90.75,90.75,90.75,, In Service ,NS,,2029,,Existing less Announced Withdrawal, Wind ,1224,,Feb-24,7/03/2024
 VIC1 ,Existing Plant,Waubra,Pyrenees Wind Energy Developments, Wind Turbine - Onshore ,Wind - Wind,WAUBRAWF,62,,1.5,,93,93,, In Service ,NS,,2034,,Existing less Announced Withdrawal, Wind ,1225,,Feb-24,23/02/2024
 VIC1 ,Existing Plant,Waubra,Pyrenees Wind Energy Developments, Wind Turbine - Onshore ,Wind - Wind,WAUBRAWF,51,,1.5,,76.5,76.5,, In Service ,NS,,2034,,Existing less Announced Withdrawal, Wind ,1225,,Feb-24,23/02/2024
 VIC1 ,Existing Plant,Waubra,Pyrenees Wind Energy Developments, Wind Turbine - Onshore ,Wind - Wind,WAUBRAWF,15,,1.5,,22.5,22.5,, In Service ,NS,,2034,,Existing less Announced Withdrawal, Wind ,1225,,Feb-24,23/02/2024
 VIC1 ,Project,Waubra BESS - KCI,Acciona Energy Australia Global, Storage - Battery ,Other - Other,,1,,200,,200,200,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2780,V00156,,
 VIC1 ,Project,Waubra North Wind Farm - KCI, ACCIONA Energy Australia Global Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,54,5.7,5.7,307.8,307.8,307.8,, Publicly Announced ,SS,,,,Proposed, Wind ,2354,V00046,Apr-23,3/06/2024
 NSW1 ,Project,Wellington BESS, AMPYR Australia Pty Ltd, Storage - Battery ,Other - Other,,1,300,300,300,300,300,600, Publicly Announced ,S,,,,Proposed, Battery Storage ,2193,N00055,Sep-23,19/03/2024
 NSW1 ,Project,Wellington BESS 2 - KCI,AMPYR Australia Pty Ltd, Storage - Battery ,Other - Other,,1,,200,,200,200,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2699,N00166,,
 NSW1 ,Project,Wellington North BESS - KCI, Lightsource Development Services Australia Pty Ltd, Storage - Battery ,Other - Other,,1,500,500,500,500,500,0, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2189,N00050,Jan-24,
 NSW1 ,Project,Wellington North Solar Farm,AGL Hydro Partnership, Solar PV - Fixed ,Solar - Solar,,300,0.66,1,198,300, 198.00 - 300.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,1619,,May-23,18/03/2024
 NSW1 ,Project,Wellington North Solar Farm (Lightsource),Wellington North Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,WELNSF1,104,,4.2,,436.8,436.8,, Committed ,SS,Oct-24,,,Committed, Solar ,1960,N00047,May-24,22/06/2023
 NSW1 ,Existing Plant,Wellington Solar Farm,Lightsource Australia SPV 4 Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,WELLSF1,132,,1.64,,216.08,216.08,, In Service ,SS,Dec-22,2051,,Existing less Announced Withdrawal, Solar ,1515,,Feb-24,25/03/2024
 NSW1 ,Project,Wellington Town BESS - KCI,RWE Renewables Australia Pty Ltd, Storage - Battery ,Other - Other,,1,,50,,50,50,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2697,N00157,,
 VIC1 ,Existing Plant,Wemen Solar Farm,Wemen Asset Co Pty Ltd as Trustee to Wemen Solar Unit Trust, Solar PV - Single axis tracking ,Solar - Solar,WEMENSF1,39,2.05,2.5,79.95,97.5,97.5,, In Service ,SS,Mar-19,2049,,Existing less Announced Withdrawal, Solar ,1563,,Feb-24,11/03/2024
 NSW1 ,Existing Plant,West Illawarra Leagues Club,Western Suburbs Leagues Club, Reciprocating Engine - Compression ignition ,Fossil - Diesel,WESTILL1,2, -   ,0.72, -   ,1.43,1.43,0, In Service ,NS,,,,Existing less Announced Withdrawal, Other ,1226,,Apr-21,22/04/2024
 VIC1 ,Existing Plant,West Kiewa,AGL Hydro Partnership, Hydro - Dam ,Hydro - Water,WKIEWA1,2,,17,,34,34,, In Service ,S,,2057,,Existing less Announced Withdrawal, Water ,1227,,Feb-24,8/03/2024
 VIC1 ,Existing Plant,West Kiewa,AGL Hydro Partnership, Hydro - Dam ,Hydro - Water,WKIEWA2,2,,17,,34,34,, In Service ,S,,2057,,Existing less Announced Withdrawal, Water ,1227,,Feb-24,8/03/2024
 VIC1 ,Project,West Mokoan BESS,Lightsource Development Services Australia, Storage - Battery ,Other - Other,,1,800,800,800,800,800,0, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2544,V00105,Jan-24,
 VIC1 ,Project,West Mokoan Solar Farm,West Mokoan Solar Farm, Solar PV - Single axis tracking ,Solar - Solar,,1,,400,,400,400,, Publicly Announced ,TBA,,,,Proposed, Solar ,2000,,Jan-24,5/06/2024
 NSW1 ,Existing Plant,West Nowra Landfill Gas Power Generation Facility,Nowra Council, Reciprocating Engine - Spark ignition ,Other - Other,,1,1,1,1,1,1,, In Service ,NS,,,,Existing less Announced Withdrawal, Other ,1253,,Mar-22,22/03/2023
 NSW1 ,Existing Plant,West Wyalong Solar Farm,West Wyalong Fund Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,WSTWYSF1,29,,3.63,,105.27,105.27,, In Service ,SS,Dec-22,2058,,Existing less Announced Withdrawal, Solar ,1904,,Feb-24,26/03/2024
 QLD1 ,Project,Western Downs Battery,Western Downs BESS Trust, Storage - Battery ,Other - Other,WDBESS,140, -   ,1.82, -   ,254.94,254.94,500, Committed ,S,Dec-24,2048,,Committed, Battery Storage ,1966,,May-24,29/05/2024
 QLD1 ,Project,Western Downs Battery Connection - KCI,Neoen Australia Pty Ltd, Storage - Battery ,Other - Other,,1,,"1,000.00",,"1,000.00","1,000.00",0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2702,Q00010,,
 QLD1 ,Project,Western Downs Gas Peaking Plant - KCI, PowerGen P51 Pty Ltd, Turbine - CCGT ,Other - Other,,1,207,207,207,207,207,, Publicly Announced ,TBA,,,,Proposed, CCGT ,2289,Q00033,Sep-23,
 QLD1 ,Existing Plant,Western Downs Green Power Hub P/L,Western Downs Green Power Hub Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,WDGPH1,167,0.02,2.4,3.34,399.97,399.97,, In Service ,SS,Jan-23,2046,,Existing less Announced Withdrawal, Solar ,2011,,Feb-24,21/02/2024
 TAS1 ,Project,Western Plains Wind Farm,ARK Energy Corporation Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,12,3.08,4.2,36.92,50.4, 36.92 - 50.40 ,, Publicly Announced ,SS,,,,Proposed, Wind ,1501,T00011,May-23,22/06/2023
 NSW1 ,Existing Plant,"Western Suburbs Leagues Club - Campbelltown, NSW",Western Suburbs Leagues Club, Reciprocating Engine - Compression ignition ,Fossil - Diesel,WESTCBT1,1,0.8,1.32,0.8,1.32,1.32,0, In Service ,NS,,,,Existing less Announced Withdrawal, Other ,1228,,,22/04/2024
